ID,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,hypocrisy_4,hypocrisy_5,guilt_1,guilt_2,honest_freq_1,honest_likely_1,honest_extreme_1,committment_honesty_1,moral_1,moral_2,moral_3,moral_standards1,moral_standards2,hypocrisy_1.2,hypocrisy_2.2,hypocrisy_3.2,hypocrisy_4.2,hypocrisy_5.2,guilt_1.2,guilt_2.2,honest_freq_2,honest_likely_2,honest_extreme_2,committment_honesty_2,moral_1.2,moral_2.2,moral_3.2,moral_standards1.2,moral_standards2.2,trustbeh,proclamation,order
446,Male,4,25,to know how can people be honest abd be capable of keep their morals and value even in front of money,to know the type of decisions people can make to maximise their profits,2,4,3,4,3,3,2,2,2,2,3,2,2,2,1,2,5,7,7,7,4,4,6,6,7,6,7,6,2,2,2,5,5,0,absolute,game1
447,Male,5+,29,Game theory,Game Theory,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,1,4,4,4,4,4,4,0,ambiguous,game1
448,Male,2,48,I dont know.,I don't know,1,2,6,6,2,2,6,6,7,6,6,6,6,6,6,6,6,4,6,6,5,5,4,4,5,5,4,5,5,5,5,5,6,1,absolute,survey1
449,Female,5+,29,To see how people behave with choices; most people would want the best outcome for themselves,To see how we would behave if we're giving a profile of how the other player behaves in past experiences,4,1,1,4,1,1,1,1,6,5,3,3,3,3,3,4,7,1,1,1,1,1,1,1,6,5,2,4,3,3,3,4,7,0,ambiguous,game1
450,Female,0,55,To see if one player can trust another's word or not,To see if one player is prepared to risk gaining nothing in order to potentially win a little more,2,2,2,3,2,2,2,2,5,5,2,3,6,5,4,6,4,5,5,6,3,3,5,5,6,6,3,4,5,5,5,5,4,1,absolute,game1
451,Male,2,21,To see if people are moral enough to help the other player if it reduces their pay by $0.25,To see if people are willing to take a risk to make more money.,4,5,2,3,3,5,2,1,3,3,2,2,2,2,3,2,5,5,5,3,6,5,1,2,3,4,1,2,2,1,2,2,5,0,ambiguous,game1
452,Female,0,50,To see if someone would lie if the greater good would be achieved by lying (if lying benefited the person being lied to). ,Would I trust someone to send me back more money than I could have kept all for myself. ,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,5,2,3,5,2,2,5,3,6,5,4,5,6,6,6,6,6,1,absolute,survey1
453,Female,1,51,To determine if your choices correlate with your ethics and morals.,Not sure.,2,3,5,6,5,3,3,3,4,4,3,3,4,5,5,5,5,5,6,6,5,5,5,5,4,4,3,3,3,4,2,3,3,0,absolute,game1
454,Female,0,38,team work,trust game,4,2,2,2,2,2,6,6,6,7,6,6,7,7,7,7,7,5,5,5,5,5,5,5,3,5,3,4,4,4,4,5,6,1,ambiguous,game1
455,Female,1,36,To get the second player to guess wrong so that player 297 could earn more money.,To see if we'd give the player a chance to keep the money.,3,2,2,2,2,2,5,3,5,4,4,5,5,5,6,5,6,2,2,2,2,3,4,5,4,3,3,5,4,4,3,5,6,0,ambiguous,survey1
456,Female,1,63,See if sender would lie about the results of the coin flip as this was likely to lead to a better outcome for both players.,See if I would trust other player to return me half of money I sent which was multiplied by 2.5 by my sending it.,2,1,1,1,1,1,1,1,5,3,2,2,6,6,6,4,7,3,7,7,3,1,6,6,5,3,2,3,5,5,5,3,7,1,absolute,game1
457,Female,2,29,To help us determine if the player we play in the next game is honest or not. ,To see if we based our decision on if he thought the player was honest or not. ,4,2,2,2,2,2,2,2,6,6,2,6,6,6,6,6,6,2,2,2,2,2,2,2,5,4,2,6,6,6,6,6,6,0,ambiguous,game1
458,Female,3,25,To see how people view morality in the words vs. their actions. ,To see if I act dishonestly when someone else acts dishonestly. ,2,2,2,4,5,5,2,1,4,3,1,1,5,6,4,7,4,3,7,7,6,2,6,5,5,3,4,3,2,6,1,7,5,0,absolute,game1
459,Female,2,23,It was to see how much people trust each other when they don't even know one another.,It was to see how people gauge whether or not to trust someone.,4,2,3,5,4,4,3,3,5,4,3,2,2,2,2,2,5,2,3,4,3,3,3,3,5,4,3,2,2,2,3,3,5,0,ambiguous,game1
460,Female,1,33,To see if someone would lie to get a larger reward.,To see if someone was trusting of another with a monetary reward available.,4,2,2,2,2,2,2,2,6,6,3,4,4,5,4,4,5,3,2,3,2,4,2,2,5,6,3,4,3,3,3,4,6,0,ambiguous,game1
461,Male,2,28,The purpose of the game was to see how much participants trusted an anonymous person.,The purpose of the game was to see how much participants trusted an anonymous person.,3,2,4,4,3,3,2,2,5,2,5,4,4,4,3,5,6,4,4,5,5,3,3,4,5,2,3,4,3,3,3,3,4,1,ambiguous,survey1
462,Female,1,34,To help with research with memory and how people make decisions,To see how honest participants will be.,3,4,5,5,5,4,2,2,2,6,1,1,2,2,2,1,1,4,5,5,4,4,2,2,4,2,2,2,2,2,2,4,5,0,ambiguous,survey1
463,Male,0,43,To see if 433 would lie for his benefit or for others,To see how much I trusted my companion after seeing their previous actions,2,2,2,4,4,4,3,2,6,6,1,2,5,5,5,4,5,5,7,7,4,3,5,5,7,6,6,3,6,6,6,6,6,0,absolute,game1
464,Female,2,39,"Judging your honesty, generosity and trust in a fellow participant.",Testing your generosity and trust in another participant.,3,2,2,3,2,2,5,5,6,4,4,5,5,5,5,5,6,2,2,2,2,2,2,2,6,6,4,5,5,5,6,5,6,1,ambiguous,survey1
465,Female,0,32,It was to test if people would lie for the right outcome to benefit another person,To see if we trust someone enough to possibly give up a bonus ,2,2,1,2,2,1,2,3,6,5,5,4,6,5,6,5,6,3,5,6,3,3,6,5,6,6,6,5,4,5,5,6,6,1,absolute,game1
466,Male,1,48,to gauge lying,to determine trust and sharing,1,2,2,2,2,2,7,7,7,7,7,7,6,6,7,7,3,3,3,3,2,2,5,3,5,5,5,5,7,7,6,6,5,0,absolute,survey1
467,Female,0,34,To see how much we'd trust our partner after learning how they did in the first round of the game and if they were honest.,"The very same, to see how much someone would trust their partner after learning how they did in the first round. ",1,2,4,4,2,2,6,4,6,6,6,5,6,6,5,6,4,4,5,6,2,2,6,6,6,6,6,6,6,6,5,5,5,1,absolute,survey1
468,Female,5+,29,To see if a study participant was willing to make an analysis of the morality and trustworthiness of an individual based off of the other participant's treatment of an alleged party that did not have the same access to information.  ,To determine willingness to risk sharing wealth and losing everything or gaining more as a team based on the perceived ethical behavior of the other participant. ,1,2,2,4,3,4,5,4,6,2,7,6,6,5,6,6,5,3,4,3,4,2,5,3,6,6,6,6,6,5,6,7,6,1,absolute,survey1
469,Male,1,34,To see if people would like to obtain a bonus for themselves.,To see if people were trusting of their partner in a monetary situation.,2,2,2,4,2,3,2,2,6,6,4,3,3,3,3,4,5,2,2,2,2,2,2,2,6,5,4,4,4,4,4,5,6,0,absolute,game1
470,Female,0,27,Assess people's moral judgement.,Assess people's moral judgement.,2,2,6,2,2,3,1,1,6,5,2,3,2,2,2,4,5,6,6,6,2,4,1,1,4,4,2,2,2,2,2,3,4,0,absolute,game1
471,Male,2,57,To see if participants will lie to help others,To see if participants are generous,3,2,2,4,2,2,3,3,5,2,3,4,4,4,4,4,5,2,2,2,2,2,2,2,5,5,3,6,6,6,6,6,6,1,ambiguous,survey1
472,Female,1,25,To be able to form an opinion of your partner.,"Using what was learning in the first game, the purpose is to see who participants will deem trustworthy.",2,2,2,4,2,4,1,1,6,4,1,2,5,5,4,5,5,3,6,7,2,4,1,1,5,4,2,2,3,5,3,5,5,1,absolute,game1
473,Male,1,51,To test perceptions of others,to testhow information about someone can affect one's trust of them,4,3,4,4,5,5,4,4,5,3,3,2,4,3,2,4,4,3,3,4,5,5,4,3,5,5,2,2,4,4,3,3,5,1,ambiguous,game1
474,Male,0,38,To see how okay the other person was with lying to get more money.,How our decision to pass $2 relates to how ethical we deem Player 2 to be.,2,2,2,2,2,2,6,2,5,4,7,6,6,6,6,6,6,2,2,2,2,2,6,6,7,7,7,7,6,6,6,6,6,1,absolute,game1
475,Female,1,41,how willing are people to lie when lying would benefit themselves and others,Will others trust some one who lies for a good reason,4,2,3,4,2,2,3,3,6,5,3,5,6,6,6,6,6,2,2,6,2,2,3,3,6,4,3,3,5,5,5,5,7,1,ambiguous,game1
476,Male,0,37,to establish if a person is willing to lie,to measure willingness of people to cooperate,2,4,4,4,4,4,2,2,5,2,2,4,4,4,4,4,4,5,5,5,5,5,2,2,6,3,2,4,4,4,4,4,3,0,absolute,game1
477,Female,1,39,I think the purpose of the game was to show how different a person could act regardless of how they answered questions previously.,The purpose of the Choice Game is to see how generous I would be to the person I know has lied before in a game.,1,2,2,2,2,2,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,5,6,6,5,4,6,4,2,2,2,4,5,0,absolute,survey1
478,Male,4,33,To see how honest people are.    ,To see how people split money,1,2,4,4,2,2,6,6,7,7,7,7,6,6,6,7,4,1,1,1,1,1,2,2,6,6,7,4,6,6,6,6,6,1,absolute,survey1
479,Male,0,54,To see if player 1 trusts player 2 to share.,to explore how trust and greed play out.,3,2,2,2,2,2,3,3,4,3,3,4,5,4,4,4,6,2,2,2,2,2,2,2,4,3,1,4,4,4,4,2,7,0,ambiguous,survey1
480,Female,1,30,To see how trustworthy someone they don't know is.,To see how trustworthy someone is to split money.,1,3,4,4,3,4,4,4,4,4,7,7,7,7,7,7,6,4,5,5,4,4,5,5,4,4,5,5,6,6,6,5,5,1,absolute,survey1
481,Female,1,37,To lie on which side the coin landed on to get the most money back for yourself as the sender.,Making a choice to pass or keep 2.00. If I pass the money I could have gotten more but it would be decided by someone else. That has a history of not being fair. ,4,2,4,5,2,2,5,5,5,3,2,4,5,5,4,4,6,1,3,2,1,1,5,5,5,3,2,4,5,5,5,4,6,0,ambiguous,game1
482,Female,5+,59,To demonstrate the character of the other person.,To see if you could manipulate the way I view the other person.,3,3,3,3,5,5,3,3,5,1,5,2,2,3,2,3,3,1,1,1,1,1,1,1,7,6,4,7,7,7,7,7,7,1,ambiguous,survey1
483,Female,0,27,I'm not sure,not sure,2,4,4,4,4,4,2,2,4,4,4,2,2,2,2,4,4,5,5,5,5,5,2,2,4,4,4,2,2,2,2,4,4,0,absolute,game1
484,Male,5+,22,to see who is trustworthy,to understand how people make decisions,2,5,4,4,4,5,4,5,6,3,3,5,3,3,3,5,4,3,4,3,4,4,4,3,5,5,3,3,4,4,4,5,5,0,absolute,game1
485,Male,4,49,to test if a person is more likely to tell the truth or be dishonest if it helps another ,To see if a participant trusts another participant,3,4,3,3,3,4,3,2,3,1,2,2,3,3,4,3,5,2,2,2,2,2,3,2,4,2,2,2,5,5,4,4,5,1,ambiguous,survey1
486,Male,0,68,TO SEE WHO IS HONEST OR WANTS TO MAKE MORE MONEY,AGAIN IT IS ABOTU MAKING MOENY TOO AND HONESTLY AND TRUST ALSO,2,1,4,4,1,1,4,4,6,4,6,7,6,6,6,6,6,1,2,4,1,2,6,6,6,6,5,6,6,6,6,6,6,1,absolute,game1
487,Female,1,30,The Coin Flip Game seemed to function to show the existence of moral relativism or absolutism in later participants taking part in The Choice Game.,The Choice Game seemed to be an activity in gauging opinions on morals versus trustworthiness.,3,2,3,3,2,2,3,3,5,4,4,2,2,2,2,2,5,2,2,2,2,2,2,2,4,4,2,2,4,4,2,5,5,1,ambiguous,survey1
488,Male,5+,38,To determine if the sender of the message would choose to influence for mutual benefit.,To determine if previous actions had bearing on whether a decision to share would be made or not.,3,1,2,4,2,2,5,2,4,3,5,6,4,5,4,6,7,2,5,2,1,2,5,4,5,5,3,4,6,5,5,5,6,1,ambiguous,survey1
489,Female,0,23,"The coin flip game is to determine whether player 1 is willing to risk a small monetary loss to benefit player 2, and whether they believe player 2 will trust them, and how trustworthy Player 2 thinks player 1 is.","To see whether player 1 would be willing to take the chance of a loss for a bigger payday, and whether they trust their partner to share with them. In the case of player 2, to determine a level of greediness??",2,1,1,2,2,2,2,2,5,4,3,4,5,4,5,5,6,4,4,5,4,5,2,2,5,3,3,3,4,5,5,5,6,1,absolute,game1
490,Male,0,26,To see how subjects act,To see how subjects act,4,4,4,1,5,5,4,4,5,4,1,2,5,5,5,4,4,4,4,1,5,5,4,4,5,4,1,2,5,5,5,4,6,1,ambiguous,game1
491,Male,1,28,Test participant morals,To test participant morals,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,absolute,game1
492,Female,0,28,To find out if someone would lie to benefit another. ,"Having seen that the player I was teamed with would lie, to see if I would trust them. ",1,2,2,4,3,4,7,6,7,7,7,6,6,6,6,6,3,5,6,6,6,5,3,4,4,5,3,3,5,4,3,6,5,1,absolute,survey1
493,Male,1,35,To see how we make choices playing with people whom we find either honest or dishonest.,To determine how we judge other people when the outcome of that ecides the money payout.,1,3,3,3,3,3,5,5,6,6,6,5,6,6,6,6,6,3,3,3,3,3,5,5,6,6,2,5,5,5,5,6,6,1,absolute,survey1
494,Male,3,43,I think The Coin Flip Game tested whether or not the Sender was willing to lie in order to benefit the Receiver.,The Choice Game tested whether Player 1 would trust Player 2 enough to pass the money to them and whether Player 2 would than share with Player 1.,3,3,3,2,2,3,3,5,6,5,6,6,6,5,5,5,7,2,2,2,3,3,2,5,5,4,4,4,5,6,4,4,6,1,ambiguous,survey1
495,Female,4,37,To test the willingness of people to lie,To see if an observer will treat a player justly after learning of a past experience they had ,2,1,1,1,1,1,1,1,6,6,3,6,7,7,7,7,7,1,6,6,1,1,2,2,6,4,5,6,7,7,7,6,6,1,absolute,game1
496,Female,1,24,To see how people are with honesty when money is involved and if they will lie for the benefit of themselves and/or others.,To see if people will share so  they both benefit or look out only for them. ,3,3,4,4,3,3,2,2,6,2,3,3,3,3,2,2,7,2,2,2,1,3,2,2,5,3,2,2,5,5,4,3,6,1,ambiguous,survey1
497,Male,1,35,To study greed and honesty,To also study greed and honesty,4,4,4,4,3,4,4,4,5,4,2,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,2,3,3,3,3,4,4,0,ambiguous,game1
498,Male,2,22,To find out how individuals may choose to lie to the benefit of others ,To see how individuals judge the trustworthiness of another based on their choices during The Coin Flip Game.,3,3,3,3,3,3,3,5,5,4,5,4,4,4,5,4,6,2,2,1,2,2,2,2,4,4,5,4,4,5,5,5,6,1,ambiguous,survey1
499,Male,3,44,No idea,No idea.,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,4,5,3,5,4,4,4,4,4,4,0,ambiguous,game1
500,Male,2,40,The researchers were trying to learn how people react to the treatment of others.,The researchers were trying to learn how people predict behavior of others based on previous decisions.,4,1,1,1,1,1,7,6,6,6,6,5,6,6,6,7,6,2,2,2,2,2,5,6,5,5,4,5,5,5,6,5,7,1,ambiguous,game1
501,Male,0,41,Just looking at honesty and trust I think. Playing a game where telling a small lie will help someone out and seeing if people are willing to do this. ,I think just looking at trust and helping other people. ,2,2,2,3,2,2,3,3,6,4,2,2,5,6,6,6,6,3,5,5,2,2,5,5,7,4,4,4,5,5,5,5,5,1,absolute,game1
502,Female,0,24,Choices about sharing and being ethical.,To see if you believed they would share back or not based on what you had learned about them so far.,2,1,1,1,1,1,5,2,6,5,3,5,6,6,6,6,6,2,2,2,2,2,6,5,6,6,3,5,6,6,6,6,6,0,absolute,game1
503,Female,1,70,to determine if people tell the truth or not,"ostensibly, to see if people pay attention; in addition, to determine if people trust or don't trust the other player.",1,3,4,4,3,3,4,4,7,6,7,6,5,5,5,4,5,5,4,7,5,5,2,2,2,2,1,1,2,2,2,3,4,0,absolute,survey1
504,Male,2,27,The purpose was to see if someone would be willing to lie in order to help another person.,The purpose was to see if someone could be trusted to help another person.,4,2,5,4,2,2,2,2,6,4,5,3,4,5,4,6,5,2,5,2,2,2,1,1,4,4,3,4,4,5,3,6,5,1,ambiguous,game1
505,Female,0,58,choices after making judgments about another,willingness to be greedy when paired with someone we have made judgements about,1,2,2,4,2,2,4,4,5,4,4,4,3,3,3,4,6,3,4,4,4,4,4,4,5,4,4,3,3,3,3,3,5,1,absolute,survey1
506,Male,1,30,no idea,no idea,4,2,2,2,2,2,1,1,6,6,3,5,6,6,6,7,5,1,1,1,1,1,1,1,6,6,3,5,6,6,6,6,6,1,ambiguous,game1
507,Female,1,60,To see if a white lie was beneficial enough for Player 1 to make for gain,To see if someone would take a chance on another for mutual gain vs. personal gain only,2,2,2,3,3,2,2,2,6,4,2,3,5,5,5,4,4,5,5,5,5,5,6,6,7,6,7,7,5,5,5,4,4,1,absolute,game1
508,Female,0,25,asked to participate in decision making tasks,decision making tasks,3,3,2,3,4,3,2,3,7,4,2,5,5,5,4,5,5,3,3,2,3,3,3,3,4,3,4,5,4,5,5,6,6,0,ambiguous,survey1
509,Male,0,26,"Correlating factors between ones morality and decision-making, and what factor(s)--both internal and external--may influence said factor(s).","Correlating factors between ones morality and decision-making, and what factor(s)--both internal and external--may influence said factor(s).",1,4,2,4,2,4,6,2,6,6,7,6,6,6,5,6,4,4,4,4,4,4,4,4,6,6,7,5,6,6,5,5,5,1,absolute,survey1
510,Female,0,35,"To see if someone would tell the truth and thus get more money for themselves and zero dollars for the other player, or lie to hopefully lead the other player to choose an incorrect choice and both earn money.",To decide whether or not to pass $2 to the other player and see if they return half or keep it all.,1,2,4,4,2,3,7,7,7,6,7,7,7,7,7,7,5,2,5,5,2,2,7,6,7,6,6,6,7,7,7,7,7,1,absolute,survey1
511,Male,0,46,"To see how honest we were in the game and to see how I would look at the other participant and his decisions, ",to see what decision I would make in regards to passing or keeping.,1,2,2,4,2,2,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,3,1,2,1,2,2,2,1,7,0,absolute,survey1
512,Female,0,32,to see how honest that you are,if you will share,1,2,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,4,4,6,7,2,6,6,6,6,6,6,0,absolute,survey1
513,Female,3,25,To see if someone will try to help another person at the cost of losing $0.25.,To see if someone trusts the other person to return money to them based on previous knowledge of their character.,3,5,4,4,5,5,5,5,4,2,2,4,4,5,4,5,7,1,2,3,1,1,1,1,5,5,1,5,7,7,7,6,7,1,ambiguous,survey1
514,Female,0,30,perceptions of motivations,not sure,2,2,6,2,2,2,1,1,1,1,3,2,3,2,2,2,2,6,3,5,5,5,2,2,1,4,2,2,5,5,5,2,5,1,absolute,game1
515,Female,3,60,To see how people make decisions based on odds.,choices that benefits the person involved.,3,2,3,4,2,2,5,3,5,5,5,4,5,5,5,4,5,2,4,4,2,4,4,4,5,4,5,3,5,4,5,4,5,0,ambiguous,survey1
516,Male,2,35,To see if I would act in a way that was in accordance to my values.,To see if my decision about the game could be manipulated by knowing the other guy has been dishonest in the past.,2,2,6,6,2,2,2,2,4,3,2,1,5,5,5,4,7,2,7,7,2,2,4,4,3,6,2,5,5,5,5,4,7,0,absolute,game1
517,Female,0,39,This game allows you to see if the person truly acts the way they did in the survey before the game.,This game is to see if you are willing to share the money or keep it all.,3,2,1,1,2,4,5,5,4,5,6,7,5,5,6,5,6,4,4,2,5,4,6,6,3,4,6,4,5,5,5,3,6,1,ambiguous,survey1
518,Female,0,27,measure trust,measure trust,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,1,2,2,1,1,2,2,2,1,6,1,absolute,survey1
519,Female,0,20,To see whether people would lie if it helped another person.,To see if people can trust others and take risk in order to achieve higher total reward ,2,1,1,1,1,1,1,1,6,6,1,2,7,7,6,7,7,6,4,6,2,2,4,4,6,6,6,3,7,7,4,6,3,1,absolute,game1
520,Male,0,34,To decide whether or not to lie to your partner so they earn money or not. ,To be greedy or not. ,4,4,4,3,4,4,3,3,5,2,2,3,4,4,1,4,5,3,2,2,3,3,2,2,5,2,2,2,4,4,1,4,6,0,ambiguous,game1
521,Male,0,38,Honesty,Ethics,3,3,3,2,3,3,2,2,4,2,2,2,2,3,3,2,4,5,5,5,5,5,2,2,5,5,3,2,3,3,3,3,2,1,ambiguous,survey1
522,Male,2,23,life choices and gamble,choosing and making the best decision,2,4,6,5,6,6,6,6,3,2,6,6,7,6,6,6,6,6,6,5,5,6,5,6,3,3,5,5,5,5,5,5,5,1,absolute,game1
523,Female,1,47,"To judge whether people would be honest, or if they would act more for themselves without thinking of the other player. ","To judge whether people would be honest, or if they would act more for themselves without thinking of the other player. ",1,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,5,3,6,6,2,2,5,5,6,5,6,4,6,6,6,6,6,1,absolute,survey1
524,Male,1,25,sender tells receiver heads or tails. receiver chooses one and then there is a payout for both,"player 1 gets $2 and can pass that to player 2 who will get $5, who can then keep it or pass half back",4,2,1,1,2,2,1,1,4,3,3,2,5,5,2,6,6,1,1,1,1,1,1,1,4,3,3,2,5,6,2,6,6,0,ambiguous,game1
525,Female,0,29,See how much trust one would give a stranger.,See how much trust one would give a stranger.,4,1,2,4,3,2,1,2,5,3,5,3,2,4,6,4,5,1,2,4,2,2,1,2,5,3,5,3,4,5,4,4,6,0,ambiguous,game1
526,Male,1,44,To make me see that sometimes lying can be beneficial. It is not always about trying to harm another person. Sometimes it is for their own good.,To see if i learned anything from the previous game and what it had on my decision with the choice game.,1,3,5,7,3,4,7,7,7,7,7,7,6,7,7,7,3,1,1,1,1,1,1,1,6,6,2,7,7,7,7,7,7,0,absolute,survey1
527,Female,1,51,To determine if players were willing to lie or tell the truth?,To determine if the players were willing to share or keep all the money?,3,2,3,4,3,3,5,4,6,2,3,5,4,5,5,5,6,2,3,3,3,4,5,4,7,3,4,2,2,4,5,4,6,1,ambiguous,survey1
528,Female,2,47,To determine people's morality and ethics.,To see what kind of decisions people make with being given money.,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,0,absolute,survey1
529,Female,0,54,Determine if your preconceived ideas about a person actually matched the person's actions,To determine the level of trust you had in another individual given the facts,3,4,4,4,3,3,4,4,6,3,2,5,4,4,4,4,6,2,2,2,2,2,2,2,5,4,2,2,4,4,5,4,6,1,ambiguous,survey1
530,Female,0,30,To determine ethics and honesty,To see if you trusted your partner and how you treated them based on their morals,4,3,3,4,4,3,5,5,3,3,5,3,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,4,6,1,ambiguous,game1
531,Male,1,28,To evaluate how we view a certain person based on previous answers.,To see if we trust that person in a real game.,1,1,1,1,1,1,7,7,6,5,7,6,5,5,5,5,5,1,1,1,1,1,2,2,6,6,7,4,7,7,7,7,6,0,absolute,survey1
532,Female,0,32,Determining if money can influence a person's decision to be honest.,Determining if money can influence a person's decision to be honest.,1,1,6,6,2,1,6,6,7,6,7,7,6,6,6,6,5,1,1,1,1,2,6,5,6,6,7,6,6,6,6,6,5,1,absolute,survey1
533,Female,0,42,To see if we would trust player 2,To see if we would trust player 2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,7,4,4,5,5,6,4,6,5,4,4,4,6,6,0,absolute,game1
534,Male,1,29,Testing trust in a person you've never met.,Testing trust in a person you've never met.,3,3,3,4,5,4,4,4,4,3,2,2,2,2,2,3,4,4,3,2,5,5,2,2,3,3,2,2,2,2,2,2,2,0,ambiguous,survey1
535,Female,1,35,measure morality,measure morality,1,3,3,4,3,4,6,7,6,6,7,3,4,4,3,5,3,2,4,6,3,4,6,6,6,6,2,4,3,3,2,5,2,0,absolute,survey1
536,Female,2,55,It was a decision making game,decision making,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,4,4,3,4,5,5,5,5,5,1,absolute,game1
537,Female,1,29,to see how trustworthy other people are,to see how selfish and trustworthy people are ,3,3,2,2,2,3,5,6,4,5,3,4,4,4,5,4,5,3,5,4,3,3,5,5,4,5,3,3,3,3,3,4,5,1,ambiguous,survey1
538,Male,3,60,To gauge whether we would rather get a short term payoff and deny someone else the same or chance that we might both get a higher payout.,To gauge whether we would rather get a short term payoff and deny someone else the same or chance that we might both get a higher payout.,1,2,4,4,2,2,6,6,7,6,6,7,7,7,6,6,5,2,2,6,2,2,3,3,6,6,5,6,6,6,6,6,6,0,absolute,survey1
539,Female,2,34,Tests people's integrity.,Test of moral character.,2,2,6,6,2,2,6,6,3,2,6,6,6,6,6,6,6,2,6,6,2,2,6,6,4,4,6,5,5,5,5,5,6,1,absolute,game1
540,Male,2,69,I don't know.,I don't know.,3,5,4,1,5,4,1,1,5,4,4,2,2,2,2,2,5,3,3,3,3,3,5,5,5,4,3,2,2,2,2,3,5,0,ambiguous,survey1
541,Female,0,48,"I suppose to see if the person would lie to benefit another, or tell the truth and benefit only themselves.",Not sure. Maybe to see if a person would be willing to take a chance in order to benefit both players.,2,2,2,2,2,2,2,2,6,3,2,4,5,5,5,4,6,3,3,3,2,2,2,2,5,4,2,3,4,4,4,3,6,1,absolute,game1
542,Male,5+,33,To check the concentration level.,To crosscheck the provided information in a survey by a person.,1,3,3,3,3,3,6,5,7,5,6,6,6,6,6,6,6,3,3,3,3,3,6,6,5,5,3,6,6,6,6,5,5,0,absolute,survey1
543,Female,0,28,"Trust, zero-sum game.","Trust, zero-sum game.",1,1,1,1,2,1,6,6,7,7,7,6,6,6,6,7,4,7,7,7,7,7,2,2,1,2,7,1,1,1,1,2,2,0,absolute,survey1
544,Female,1,39,"I believe the purpose of the Coin Flip Game was to test how many people would choose honesty over a larger personal reward.  If the Sender was honest, each player would get a reward.  But if the Sender lied, only the Sender would receive a reward.  Perhaps this game is about ethics vs. personal gain.","The Choice Game seemed to be about utilizing knowledge of the other player's past actions and then determining how that knowledge affected the way the game was played.  I was pretty certain the person I was playing would keep all the money, so I made the choice to keep it myself.  ",3,2,3,2,2,2,3,3,4,3,4,3,4,4,4,3,4,2,2,2,2,2,2,3,4,2,2,1,3,3,4,1,5,0,ambiguous,survey1
545,Male,2,62,To compare honesty versus acting for the greater good.,To see if I trusted the guy or gal based on what I knew.,2,2,2,2,2,2,2,1,6,4,2,2,6,6,5,5,6,6,6,7,6,6,2,2,3,1,2,2,2,2,2,2,7,1,absolute,game1
546,Female,1,51,trusting,trusting,3,4,2,6,2,2,2,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,6,6,6,6,5,6,6,6,6,6,2,0,ambiguous,survey1
547,Male,0,33,To see how selfish people are,To see how selfish people are,4,4,4,4,4,4,1,1,4,5,5,5,5,5,5,5,4,4,2,2,3,4,1,1,4,4,3,2,5,5,5,5,5,0,ambiguous,game1
548,Female,1,22,To see if people behave honestly,"To see who believes in honesty of humans, projects their dishonesty, and thinks of themselvews first",2,2,4,3,3,4,2,2,3,2,2,2,3,3,2,4,5,5,4,3,5,4,5,2,6,5,7,3,5,5,3,5,5,0,absolute,game1
549,Female,2,34,because there is 50% chances to win and 50% chances to lose,peoples decisions ,4,4,5,5,5,4,5,3,4,3,6,3,4,4,4,3,3,5,5,5,5,5,3,4,5,2,6,2,2,2,2,2,2,1,ambiguous,game1
550,Female,0,28,To identify values in practice and how we form impressions of people,See how an impression of a person impacts actions,1,2,5,5,3,2,5,5,6,6,4,5,6,6,6,6,5,2,3,5,2,2,5,5,6,5,2,4,5,5,5,6,5,0,absolute,survey1
551,Female,1,28,To study whether people's decisions line up with their perceptions of their own ethicality,To study whether people's decisions line up with their perceptions of their own ethicality,2,1,2,2,1,1,5,5,6,5,3,5,5,5,5,6,6,3,6,6,5,2,5,5,5,5,3,4,6,5,6,5,3,1,absolute,game1
552,Male,1,25,To decide if a person could trust another person they've never met.,To decide if player 1 could trust player 2,3,2,3,2,2,2,3,5,4,6,5,4,5,5,5,4,6,4,3,5,4,3,2,2,4,5,3,2,4,4,3,5,5,0,ambiguous,survey1
