ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
142,Donald trump ,Female,32,Democrat,to see how we would react when finding out a candidate was lying ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,7,6,4,7,2,2,5,1,2,2,2
143,Donald Trump,Female,30,Other,To determine whether a dishonest politician can still get elected.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,5,4,4,4,6,3,2,3,2,3,3,2
144,Bill Clinton,Prefer not to answer,25,Republican,To find a correlation between people's political affiliations and how much they are willing to look past a political candidate's faults.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,7,7,6,6,7,3,3,6,1,2,2,1
145,no,Female,27,Republican,To see if people will vote for someone who lies.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,6,5,6,6,7,3,2,2,1,2,2,2
146,Ronald Reagan,Male,36,Democrat,To see if I feel about a lying politician. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,4,4,4,2,3,3,4,3,5,2,4,3,2
147,"All of them, as ALL politicians lie.",Male,43,Democrat,"I don't know, but it just proves the point that there is no such thing as an honest politician.",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,6,6,6,6,6,4,2,5,2,2,2,2
148,no,Male,35,Democrat,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,6,6,6,6,6,4,2,6,1,2,4,2
149,No,Male,35,Republican,I do not know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,6,5,6,6,5,2,1,7,2,2,2,2
150,Donald Trump,Male,52,Democrat,To see how people perceive politicians that lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,5,4,5,6,4,3,2,2,1,2,2,2
152,Donald Trump,Female,34,Democrat,Thoughts on honesty among politicians ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,7,6,7,7,7,2,2,1,2,2,2,2
153,"Any politician who has ever run for public office has said one thing and done the other. (Clinton, Obama, Trump, Bush). None of them are innocent.",Male,22,Other,To find out if people vote on the basis of the party or character of the nominee.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,5,7,7,7,6,6,3,2,2,3,3,3
154,no,Prefer not to answer,52,Other,I do not know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,6,4,6,7,7,2,1,7,1,1,1,1
155,Most of them,Male,41,Other,I do not know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,1,6,4,6,6,7,4,2,2,1,2,2,2
156,All of them lol. I don't trust any of them. ,Male,33,Other,Political opinion and honesty to voters.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,6,6,6,6,3,2,2,2,2,2,1
157,No.,Male,28,Republican,The purpose of this study was to see how people assess politicians' honesty when they are caught in a lie.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,4,5,4,4,6,4,4,3,5,5,4,4
158,No,Male,35,Republican,Not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,5,5,3,4,5,4,3,2,2,3,3,3
159,"Trump, Ralph Northam",Female,43,Democrat,I am not sure.  Views on being dishonest in politics?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,3,5,3,3,2,3,1,2,1,2,2,2
161,"Yes--too many to list them all, but I'll start with Donald Trump",Female,67,Other,I don't know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,4,4,7,7,4,1,2,1,2,2,2
162,Nancy Pelosi,Male,46,Republican,The extent of the truth and its ethics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,4,5,4,5,6,5,4,4,3,3,4,2
163,No,Male,34,Republican,The purpose of this study was to analyze how we would feel about a politician who was shown to have misled voters about himself.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,5,5,4,4,5,5,4,4,3,4,4,3
164,"in general, yes, but no one specific",Female,65,Democrat,to evaluate whether party loyalty and shared goals would affect a willingness to compromise on values,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,6,6,5,6,7,4,3,6,2,4,4,4
165,All politicians share that same characteristic. Slimy.,Male,54,Other,I do not know the purpose.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,4,6,6,6,3,2,1,1,2,2,2
166,No one in specific.,Male,36,Republican,I don't know.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,3,6,6,6,4,2,4,2,2,4,2
168,No.,Female,28,Democrat,To see how people react to actions that don't match up with words.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,7,7,6,7,4,2,4,2,2,2,2
169,All of them,Female,44,Republican,To see if people really believe what politicians say,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,3,3,3,3,3,4,4,5,4,5,5,5
171,N/a,Male,45,Democrat,To determine impressions of a political candidate,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,4,6,6,6,6,4,4,3,3,3,2,2
172,Trump,Male,29,Republican,I'm honestly not 100% sure the true purpose.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,3,5,4,6,4,3,3,2,3,3,2
176,none in particular,Male,35,Republican,To gauge our perceptions of a political candidate based on their comments and actions.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,2,2,2,2,2,4,1,2,1,2,2,2
177,"Donald Trump, Ted Cruz",Female,21,Democrat,unknown,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,3,5,6,5,5,6,4,2,3,2,4,4,2
178,None,Male,41,Republican,Unsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,5,5,5,4,6,4,2,3,2,3,3,2
179,not anyone in particular,Male,57,Other,I couldn't tell,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,5,6,6,4,2,2,2,2,3,2
180,No,Male,32,Republican,Determine our thoughts on campaign ethics.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,3,3,3,3,3,6,5,4,4,4,4,4
181,"Most presidents in history have been caught in lies, but I think of Clinton, Nixon, and Obama.",Female,28,Other,To see if a lie about funding when everything else seemed good about a candidate shook a person's trust in them.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,6,6,5,5,6,3,3,2,2,3,3,3
182,None that I can think of.,Male,25,Other,To see how people think when it comes to political affairs,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,4,6,6,2,2,1,1,2,2,3,2
183,Ron DeSantis ,Male,29,Republican,I do not know. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,6,5,5,7,4,3,4,1,1,1,1
184,no,Male,36,Democrat,I dont know,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,6,6,5,4,3,5,2,2,2,2
185,No,Female,48,Republican,I am not sure. Maybe how we perceive others. Or if we would vote our party even when there is evidence that points to the candidate being unethical.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,3,2,2,2,2,3,2,3,2,2,2,2
186,None,Male,28,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,3,4,5,5,4,4,3,3,4,4,5,5
187,no,Male,46,Democrat,To see if how people feel about lying in politics.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,5,4,5,5,3,2,1,2,1,2,2,2
188,all of them,Female,40,Other,to see how much lying hurts politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,7,7,7,7,7,3,1,1,1,1,1,1
189,Many of them. We see it on the news almost every day.,Female,57,Democrat,To assess whether or not people are likely to tolerate unethical behavior when it comes from a politician they generally agree with.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,5,4,6,6,4,2,2,1,2,2,2
190,no,Female,20,Democrat,I believe it was to see if it is okay for politicians to lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,5,5,5,4,4,5,1,1,1,4,3,2
193,no,Male,38,Democrat,not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,5,6,3,5,5,2,5,3,2,2,4,4,4
194,Yes. ,Male,44,Republican,To measure the effect on general public perception of a politician misleading the public about his funding sources. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,6,6,6,4,2,2,2,2,2,2
195,all of them,Male,59,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,4,5,5,5,4,4,3,2,2,2,2
196,Not specifically. I tend to feel that almost all politicians behave like this. ,Female,28,Democrat,To judge how people react to deception in politics. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,7,6,3,6,5,2,3,3,5,3,2
197,All of them.,Male,41,Other,How people judge political candidates?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,6,7,7,5,1,2,1,2,1,2
198,"All of them. This has come to be expected from US politics. You just need to filter out which ones will lie in line iwth your intentions, unfortunately.",Female,29,Democrat,To see how some information on political candidates can determine a voter's trust.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,5,5,5,4,4,5,5,2,3,3,3,3,3
200,Jared Kuchner,Male,38,Other,Public opinion in political ethics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,7,6,6,6,7,2,1,1,1,1,2,2
202,"Obama (if you like your doctor, you can keep your doctor!) ",Female,43,Republican,Don't know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,3,6,6,7,4,2,2,2,2,3,3
203,all of them but none in particular,Female,34,Republican,to seewhat people think about a member of their political party lying,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,7,6,6,6,7,5,2,1,2,2,2,2
204,Almost all of them!,Female,35,Other,"I'm not sure.  Maybe to see if I would still back a candidate from ""my party"" even if he turned out to be a liar.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,1,7,7,7,7,7,1,1,1,1,1,1,1
205,many,Female,42,Democrat,perceptions of truth,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,6,6,5,4,6,4,2,2,2,2,3,2
206,Yes,Female,31,Democrat,If our own views change in regards to dishonesty with the politicians we trust.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,7,7,7,7,2,1,3,2,4,2,1
207,all of them.,Male,57,Republican,determining people's attitudes towards politicians and honesty ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,1,7,5,6,6,6,3,2,1,1,2,2,1
208,"Donald Trump, blogaiviach (Illinois ex gov.)",Male,51,Democrat,I am not really sure.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,3,2,5,6,3,2,2,2,2,2,2,2
